Line,Context,English,Chinese,Actor
316,009:SC#0101,Uh oh.,呃哦。,
317,009:SC#0101,Bobbin! Get your distaff ready!,波賓！快拿出你的織杖！,
318,009:SC#0101,Mother Hetchel!,海切爾媽媽！,
319,009:SC#0101,There's not a moment to lose!,一刻也不能浪費！,
320,009:SC#0101,"You must unmake the Loom. NOW, Bobbin.\255\001Before the Dead Ones take control!",你必須拆掉織機。現在，波賓。\255\001在死者掌控之前！,
321,009:SC#0101,How? I don't know what draft to spin!,如何？我不知道該旋轉什麼織法！,
322,009:SC#0101,"It is just as well, young Weaver.",沒關係，年輕的織者。,
323,009:SC#0101,Birds and children have no business\255\001wielding such power.,鳥和小孩沒有資格\255\001掌握這種力量。,
324,009:SC#0101,My informants told\255\001me that all of the\255\001Weavers had fled.\255\001\255\001I see they were\255\001mistaken.,我的線人告訴我\255\001我認為所有的\255\001織者都逃跑了。\255\001\255\001看來我的消息是錯的。,
325,009:SC#0101,"Destiny has been kind,\255\001my young friend.\255\001\255\001You will live to pass\255\001on your Guild's secrets\255\001to others more worthy\255\001of the knowledge.",命運一直很仁慈，\255\001我年輕的朋友。\255\001\255\001你會活到把公會的秘密傳承給\255\001其他更有資格\255\001的人。,
326,009:SC#0101,"In return, you will be\255\001allowed to serve my new\255\001empire as advisor.\255\001\255\001Naturally, I expect your\255\001full cooperation in this\255\001historic exchange of\255\001goodwill.",作為回報，\255\001您將被允許為我的新帝國擔任顧問。\255\001當然，\255\001我希望\255\001您在這次歷史性的善意交換中\255\001給予全力合作。,
327,009:SC#0101,Anything less will\255\001risk harm to our\255\001relationship.,少一點就會\255\001冒著傷害我們的風險\255\001關係。,
328,009:SC#0101,"Don't listen to him, Bobbin!",別聽他的，波賓！,
329,009:SC#0101,The threads to unmake the Loom are ...,解開織布機的音符是…...,
330,009:SC#0101,Silence.,安靜。,
331,009:SC#0101,"Hetchel? Hetchel, what's the matter?\255\001Say something!",海切爾？海切爾，怎麼了？\255\001說些什麼！,
332,009:SC#0101,What did you do to her!,你對她做了什麼！,
333,009:SC#0101,I lose patience easily in the proximity\255\001of inferior beings.,在不如我的人身邊，我很容易失去耐心。,
334,009:SC#0101,You will now instruct me in the use\255\001of this fascinating instrument.,現在請您指導我如何使用這台神奇的儀器。,
335,009:SC#0101,Over my dead body!,休想！除非我死了！,
336,009:SC#0101,Preference noted.,好喔～我知道了,
337,009:SC#0105,Hetchel's feather! It's still there!,海切爾的羽毛！它還在那裡！,
338,009:SC#0105,"So it is, young Weaver.",確實如此，年輕的織者。,
339,009:SC#0105,I shall keep it as a souvenir\255\001of our encounter.,我會把留下它，\255\001作為我們的相遇的紀念。,
340,009:SC#0105,You leave that feather alone!,你別管那根羽毛了！,
341,009:SC#0105,Make me. Heh heh heh.,讓我。呵呵呵。,
342,010:ON#0296,clam,蛤蜊,
343,010:OC#0296,Closed tight as a ... clam.,像蛤蜊一樣…緊閉。,
344,010:OC#0296,Yuck.,好噁.,
345,010:OC#0296,Looks as if breakfast is over.,看來早餐結束了。,
346,010:OC#0296,It's already wide open.,已經大開了。,
347,010:OC#0296,Shame to ruin the gull's breakfast.,可惜毀了海鷗的早餐。,
348,010:OC#0296,It's already shut tight.,已經關得很緊了。,
349,010:OC#0296,That draft won't work on the clam.,這織法對蛤蜊不起作用。,
350,010:ON#0297,gull,海鷗,
351,010:ON#0298,gull,海鷗,
352,010:ON#0299,gull,海鷗,
353,010:ON#0300,gull,海鷗,
354,010:LS#0210,That draft won't work on a gull.,這織法對海鷗不起作用。,
355,012:OC#0322,Here we go again.,又來了。,
356,012:LS#0200,Better not swim too far.,最好不要游太遠。,
357,013:ON#0325,waterspout,水龍捲,
358,013:OC#0325,Don't want to get any closer.,不想再靠近了。,
359,013:OC#0325,Whew! Listen to that twisty wind!,哇！聽聽這呼嘯的風聲吧！,
360,013:OC#0325,That didn't work. It's twisting too fast.\255\001Must be SOME way to untwist it ...,那樣做不行。它轉得太快了。\255\001肯定有辦法把它解開…,
361,013:OC#0325,It's twisting hard enough already!\255\001Must be SOME way to untwist it ...,它已經擰得夠緊了！\255\001肯定有辦法把它解開…,
362,013:OC#0325,That draft won't work on the waterspout.,這織法對水龍捲不起作用。,
363,016:ON#0350,workers,工人,
364,016:LS#0203,Looks as if somebody's\255\001working up there.,看起來好像有人在上面工作。,
365,016:LS#0204,I already spun that draft on them!,我已經把織法轉給他們了！,
366,016:LS#0204,That draft wouldn't affect them now.,這織法現在不會影響他們了。,
367,016:LS#0204,That felt right. I think it worked.,感覺不錯。我認為它有效。,
368,016:LS#0206,That draft won't work on the workers.,這織法對工人不起作用。,
369,016:LS#0207,I doubt if they'd see me\255\001from up there.,我懷疑他們能不能從上面看到我。,
370,017:ON#0357,grave,墳墓,
371,017:OC#0357,"+Near this spot, Luscent Bottleblower,\255\001Founder of the Noble Guild of Glassmakers,\255\001attained his Final Clarity./",+就在這裡，\255\001貴族玻璃製造商協會的創辦人，\255\001盧森特·博德布羅弗，\255\001獲得最終澄明。 /,
372,017:OC#0357,Already done.,已經完成了。,
373,017:ON#0358,grave,墳墓,
374,017:OC#0358,"+Softshard, Wife of Luscent Bottleblower,\255\001here attained Final Clarity./",+盧森特·博德布羅弗之妻——柔屑，\255\001於此獲得最終澄明。 /,
375,017:OC#0358,Already done.,已經完成了。,
376,017:LS#0205,That draft won't work on the grave.,這織法在墳墓上不起作用。,
377,017:LS#0206,Maybe I ought not to try that.,也許我不應該嘗試這樣做。,
378,017:SC#0066,"Greetings, stranger.",你好，陌生人。,
379,017:SC#0066,"But remember: You break it, you buy it!",但請記住：弄壞了照價賠償！,
380,018:ON#0369,bell,鐘,
381,018:OC#0369,That draft won't work on the bell.,這織法對鐘不起作用。,
382,018:ON#0370,sphere,法球,
383,018:OC#0370,That draft won't work on the sphere.,這織法對法球不起作用。,
384,018:ON#0371,bell,鐘,
385,018:OC#0371,It's already open.,它已經打開了！,
386,018:OC#0371,That draft won't work on the bell.,這織法對鐘不起作用。,
387,018:ON#0374,bell,鐘,
388,018:ON#0372,conversation,對話,
389,018:LS#0202,Guess I'm not supposed to go up there.,我想我不該去那裡。,
390,018:LS#0202,Those guys are going to be a problem.,那些傢伙會是個麻煩。,
391,018:LS#0202,Looks as if I'll have to try\255\001something sneaky.,看來我得想辦法\255\001偷偷溜過去。,
392,018:LS#0205,Wait a minute!,等一下！,
393,018:LS#0205,"Who ARE these two guys, anyway?",這兩個人到底是誰？,
394,018:LS#0205,I can just make out what\255\001they're saying ...,我勉強能聽清\255\001他們在說什麼…,
395,018:LS#0205,I trust Your Excellency is pleased\255\001with our progress?,我相信閣下對我們的進度\255\001還算滿意？,
396,018:LS#0205,That depends.,這很難說。,
397,018:LS#0205,How far ahead will I be able to see?,我能看到多遠的未來？,
398,018:LS#0205,"At least four hours. With luck, maybe six.",至少四小時。運氣好的話，也許能到六小時。,
399,018:LS#0205,Six hours? I thought we agreed to eight.,六小時？我以為我們說好是八小時。,
400,018:LS#0205,"Each of the Spheres is unique,\255\001Bishop Mandible.",每顆法球都是獨一無二的，\255\001曼迪布爾主教。,
401,018:LS#0205,It is impossible to predict how deeply\255\001this particular Sphere will look.,無法預測這顆特定的法球\255\001能看進多遠的未來。,
402,018:LS#0205,I need to see at least eight hours ahead.,我需要至少提前看到八小時。,
403,018:LS#0205,"EIGHT hours. See to it, Master Crucible.",八小時。確保能辦到，克魯斯堡大師。,
404,018:LS#0205,The customer is always right.,顧客至上。,
405,018:LS#0205,+See ahead?/,+看前面嗎？ ,
406,018:SC#0064,There's a little glass bell in here.,這裡有一個玻璃小鐘。,
407,018:SC#0064,Wonder what'll happen if ...,不知這樣…會如何……,
408,018:SC#0071,My head is swimming.,我的頭好暈。,
409,019:SC#0065,Aieeeeaaah!,啊啊啊！,
410,020:ON#0388,bell,鐘,
411,020:ON#0389,bell,鐘,
412,020:ON#0386,scythe,鐮刀,
413,020:ON#0387,scythe,鐮刀,
414,020:ON#0390,workers,工人,
415,020:ON#0391,workers,工人,
416,020:LS#0202,That thing is SHARP.,那東西好利。,
417,020:LS#0203,They're REALLY sharpening that thing.,他們還真是在磨那東西。,
418,020:LS#0207,Look!,看！,
419,020:LS#0207,Who are you?,你是誰？,
420,020:LS#0207,How did you get up here?,你怎麼上來的？,
421,020:LS#0207,"Well, I rang this little bell, see, and ...",呃，我敲了這個小鐘，你看，然後…,
422,020:LS#0207,"Sorry, kid.",抱歉，小子,
423,020:LS#0207,"Step back under the lens, please.",請退回透鏡底下。,
424,020:LS#0207,This is a restricted area.,這是禁區。,
425,020:LS#0207,That means NO visitors.,也就是說謝絕訪客。,
426,020:LS#0207,"Hit it, Flute.",動手吧，弗魯特,
427,020:LS#0207,"Oh, no!",喔，不,
428,020:LS#0207,You again!,又是你！,
429,020:LS#0207,"Stopper, didn't I ask this kid to leave?",史托柏，我不是叫這小子離開了嗎？,
430,020:LS#0207,But this is the only way to ...,但這是唯一的方法…,
431,020:LS#0207,"Look, you're NOT supposed to be\255\001up here, okay?",聽著，你不該\255\001上來這裡，懂嗎？,
432,020:LS#0207,Back under the lens.,回透鏡底下去。,
433,020:LS#0207,We'll all be in BIG trouble\255\001if anybody sees you.,要是被人看到你，\255\001我們都會有大麻煩。,
434,020:LS#0207,So forget what you saw here\255\001and SCRAM.,所以忘掉你在這裡看到的一切\255\001然後快滾。,
435,020:LS#0207,I don't believe it.,我真不敢相信。,
436,020:LS#0207,Back AGAIN?,又回來了？,
437,020:LS#0207,The kid's gonna blow our schedule!,這小子會害我們進度落後的！,
438,020:LS#0207,"C'mon, guys! I just want to ...",拜託，各位！我只是想…,
439,020:LS#0207,"Listen, we have secret work to do up here.\255\001You know what SECRET means?",聽著，我們在這裡有祕密工作要做。\255\001你知道「祕密」是什麼意思嗎？,
440,020:LS#0207,Lens. NOW.,透鏡，現在,
441,020:LS#0207,You are NOT going to waltz through here\255\001without us seeing you.,你休想在我們眼皮底下\255\001大搖大擺地走過去。,
442,020:LS#0207,Go play somewhere ELSE.,去別的地方玩。,
443,020:LS#0210,Did you get a load o'that Bishop Mandible?,你看到那個曼迪布爾主教的嘴臉了嗎？,
444,020:LS#0210,Swishin' 'round here like he owns the place!,在這裡晃來晃去，好像這是他的地盤一樣！,
445,020:LS#0210,"What do the Clerics want with a\255\001Sphere of Scrying, anyway?",話說回來，那些神職人員要\255\001窺視法球做什麼？,
446,020:LS#0210,Thought they didn't believe\255\001in the future.,我還以為他們不相信\255\001未來這回事。,
447,020:LS#0210,Your guess is good as mine.,這就難說了。,
448,020:LS#0210,Crucible thinks they're up to\255\001no good again.,克魯斯堡覺得他們肯定\255\001又在搞什麼鬼。,
449,020:LS#0210,So why's he selling 'em one?,他為何還要賣給他們？,
450,020:LS#0210,You know Crucible.,你也知克魯堡那傢伙,
451,020:LS#0210,He'd sell his own mother's spectacles\255\001if the terms were cash up front.,只要能先拿到現金，\255\001他連自己老媽的眼鏡都肯賣。,
452,020:LS#0210,Cash up front? Whew!,先付現？哇！,
453,020:LS#0210,Spheres ain't what you call cheap.,法球可不是什麼便宜貨。,
454,020:LS#0210,"Still, Crucible's not takin' any chances.",不過，克魯斯堡也不想冒險。,
455,020:LS#0210,"He figures if the Clerics are lookin'\255\001for trouble, we're gonna be ready.",他認為如果那些神職人員想\255\001找麻煩，我們最好有備無患。,
456,020:LS#0210,That's why you and me's up here\255\001doin' major overtime.,這就是為什麼你跟我要在這裡\255\001大肆加班的原因。,
457,020:LS#0210,Ouch! ... I see whatcha mean.,哎喲！…我懂你的意思了。,
458,020:LS#0210,One look at THIS little baby'll make them\255\001Clerics think twice 'bout messin' with US.,只要讓他們看一眼這小寶貝，那些\255\001神職人員想惹我們之前肯定會三思。,
459,020:LS#0211,That draft won't do much good\255\001if they can't see me.,如果他們看不見我，\255\001這織法也起不了多大作用。,
460,020:LS#0212,I guess I'm already invisible.,我想我已經隱形了。,
461,020:LS#0213,That draft won't work on them.,這織法對他們不起作用。,
462,020:LS#0214,That draft won't work on the bell.,這織法對鐘不起作用。,
463,020:LS#0215,That draft won't work on the scythe.,這織法對鐮刀不起作用。,
464,022:ON#0405,chalice,聖杯,
465,022:OC#0405,Wish I was old enough to drink.,真希望我已經到了能喝酒的年紀。,
466,022:OC#0405,Wonder where that dragon went with\255\001Bottleblow's other treasures.,不知道那條龍把博德布羅弗\255\001其他的寶物帶去哪了。,
467,022:OC#0405,It's already empty.,已經空了。,
468,022:OC#0405,It's already full to the brim.,已經是滿滿噹噹了。,
469,022:OC#0405,The chalice doesn't have a lid.,聖杯沒有蓋子。,
470,022:OC#0405,That draft won't work on a chalice.,這織法對聖杯不起作用。,
471,022:ON#0403,bell,鐘,
472,022:OC#0403,That draft won't work on the bell.,這織法對鐘不起作用。,
473,022:ON#0404,bell,鐘,
474,022:OC#0404,That draft won't work on the bell.,這織法對鐘不起作用。,
475,022:SC#0067,"Greetings, stranger.",你好，陌生人。,
476,022:SC#0067,"But remember: You break it, you buy it!",但請記住：弄壞了照價賠償！,
477,022:SC#0108,Nice! Never seen glass sparkle like this.,太美了！從沒見過像這樣閃閃發光的玻璃。,
478,022:SC#0108,"It is not glass, Weaver Threadbare.",這不是玻璃，織者疏織。,
479,022:SC#0108,The chalice you've so irreverently filled\255\001was carved from a diamond crystal.,被你如此不敬地倒滿的聖杯，\255\001是用整塊鑽石雕刻而成的。,
480,022:SC#0108,This chalice was carved from a\255\001single crystal of diamond.,這個聖杯是由一整塊\255\001鑽石原石雕刻而成的。,
481,022:SC#0108,Impressive!,令人驚嘆！,
482,022:SC#0108,But I thought you were Glassmakers.,但我以為你們是玻璃工匠。,
483,022:SC#0108,"Indeed. Behold the\255\001Chromax Conundrum!\255\001\255\001It was wrought by\255\001the hand of our\255\001founding member,\255\001Luscent Bottleblow,\255\001whose works once\255\001filled a museum.",的確。請看這\255\001「克羅馬克斯之謎」！\255\001\255\001它出自我們\255\001創會成員\255\001盧森特·博德布羅弗\255\001之手，他的作品\255\001曾經擺滿了一整座博物館。,
484,022:SC#0108,"Three centuries ago,\255\001our fair city was\255\001plundered by a dragon.\255\001\255\001The greedy beast emptied\255\001our museum and treasury.\255\001\255\001Even Bottleblow's great\255\001masterpiece, the First\255\001Scrying Sphere, was lost.",三個世紀前，\255\001我們美麗的城市\255\001遭到了一條龍的掠奪。\255\001\255\001那貪婪的野獸洗劫了\255\001我們的博物館和金庫。\255\001\255\001就連博德布羅弗最偉大的\255\001傑作——第一顆\255\001窺視法球，也遺失了。,
485,022:SC#0108,"Fortunately, the\255\001Conundrum was on\255\001loan to the Guild of\255\001Vintners at the time.\255\001\255\001It is our only\255\001remaining example\255\001of Bottleblow's\255\001transcendent genius.",幸好，「克羅馬克斯之謎」\255\001當時借給了\255\001釀酒師公會。\255\001\255\001這是我們僅存的\255\001能展現博德布羅弗\255\001超凡才華的作品。,
486,022:SC#0108,But why is it made of diamond\255\001instead of glass?,但為什麼它是用鑽石做的，\255\001而不是玻璃？,
487,022:SC#0108,We don't know.,我們也不知道。,
488,022:SC#0108,That's the Conundrum.,這正是個謎。,
489,023:OC#0421,Going somewhere?,要去哪裡嗎？,
490,023:ON#0422,shepherds,牧羊人,
491,023:ON#0423,shepherds,牧羊人,
492,023:ON#0424,shepherds,牧羊人,
493,023:ON#0425,shepherds,牧羊人,
494,023:LS#0202,He's back.,他回來了。,
495,023:LS#0202,So are we.,我們也是。,
496,023:LS#0209,They don't look very friendly.,他們看起來不太友善。,
497,023:LS#0210,Aieeeee!,哇塞！,
498,023:LS#0210,What fun.,多有趣。,
499,023:LS#0212,Halt!,站住,
500,023:LS#0212,Who goes there?,來者何人？,
501,023:LS#0212,This runt was trying to sneak\255\001into our realm!,這矮冬瓜正試圖溜進\255\001我們的領地！,
502,023:LS#0212,Sneak? You call that sneaking?,溜？你管這叫溜？,
503,023:LS#0212,I heard him coming two hills away.,他還在兩座山頭外我就聽到了。,
504,023:LS#0212,State your business with the\255\001Guild of Shepherds!,說出你來找\255\001牧羊人公會的目的！,
505,023:LS#0212,I'm looking for a flock of swans.,我在找一群天鵝。,
506,023:LS#0212,Swans.,天鵝。,
507,023:LS#0212,Right.,是喔。,
508,023:LS#0212,"Swans don't live in the woods, kid.",孩子，天鵝可不住在樹林裡。,
509,023:LS#0212,"Say! You don't suppose this is the wizard\255\001Fleece told us about, do you?",喂！你該不會以為這就是\255\001弗莉絲跟我們說的那個巫師吧？,
510,023:LS#0212,Hmm. He's dressed kind of like a wizard.,唔。他的穿著有點像巫師。,
511,023:LS#0212,Doesn't look very powerful to me.,我看他也不怎麼厲害。,
512,023:LS#0212,"C'mon, wizard! Show us your stuff.",來吧，巫師！露兩手給我們看看。,
513,023:LS#0212,Prove you're a wizard or you're not\255\001getting any farther.,證明你是個巫師，否則你\255\001休想再往前走一步。,
514,023:LS#0214,He's leaving.,他要走了。,
515,023:LS#0214,"Not much of a wizard, eh?",看來不怎麼樣嘛，是吧？,
516,023:LS#0214,Better luck next time!,下次好運！,
517,023:LS#0214,"C'mon, fellas. Back to work.",來吧，夥計們。回去工作。,
518,023:LS#0231,That draft won't work on the shepherds.,這織法對牧羊人不起作用。,
519,023:LS#0232,"We are the masters of stealth,\255\001little wizard.",我們可是隱匿大師，\255\001小巫師。,
520,023:LS#0232,That camouflage trick won't work on us.,這種偽裝伎倆對我們不起作用。,
521,024:ON#0432,sheep,羊,
522,024:OC#0432,They're too smart to scare that easily.,他們太聰明了，不會那麼容易被嚇到。,
523,024:OC#0432,Didn't work. Guess they don't want\255\001to look at me anyway.,沒用。我想牠們大概也不想\255\001看我吧。,
524,024:OC#0432,That draft won't work on the sheep.,這織法對羊不起作用。,
525,024:ON#0433,sheep,羊,
526,024:OC#0433,Fleece was right. They really do stick out.,弗莉絲說得對。牠們真的太顯眼了。,
527,024:OC#0433,They're white as they can get already.,牠們已經白到不能再白了。,
528,024:OC#0433,They're too smart to scare that easily.,他們太聰明了，不會那麼容易被嚇到。,
529,024:OC#0433,Didn't work. Guess they don't want\255\001to look at me anyway.,沒用。我想牠們大概也不想\255\001看我吧。,
530,024:OC#0433,That draft won't work on the sheep.,這織法對羊不起作用。,
531,024:ON#0434,dozing,打瞌睡,
532,024:OC#0434,Must've had a long night.,昨晚一定累壞了。,
533,024:OC#0434,Wouldn't do any good while he's sleeping.,趁他睡著時做這事也沒什麼用。,
534,024:OC#0434,That draft won't work on him.,這織法對他不起作用。,
535,024:ON#0431,cemetery,墓園,
536,024:OC#0431,Some of those graves look really old.,有些墳墓看起來年代相當久遠。,
537,024:OC#0431,Already done.,已經完成了。,
538,024:OC#0431,That draft won't work on the cemetery.,這織法對墓園不起作用。,
539,024:LS#0207,Hey!,嘿！,
540,024:LS#0207,Look at my sheep! LOOK at them!,看看我的羊！看看他們！,
541,024:LS#0207,What did you do to them?\255\001They look ridiculous!,你對牠們做了什麼？\255\001牠們看起來蠢透了！,
542,024:LS#0207,How am I supposed to watch sheep\255\001I can barely SEE?,你要我怎麼看管我幾乎\255\001看不見的羊群？,
543,024:LS#0207,What's the big idea?,到底有什麼毛病？,
544,024:LS#0207,You've got my sheep all upset!,你把我的羊都弄毛了！,
545,024:LS#0207,Now I gotta round 'em up again.,現在我得重新把牠們趕攏。,
546,024:LS#0207,"C'mon, you guys! Move it!",快點，動起來！,
547,024:LS#0211,Plenty green enough already.,已經夠綠了。,
548,024:LS#0212,They already look about as pale\255\001as they can get.,牠們看起來已經蒼白到\255\001極點了。,
549,024:LS#0214,Perhaps I shouldn't be trying that.,也許我不應該這樣做。,
550,025:ON#0447,lamb,小羊,
551,025:OC#0447,Awwww! A cute little lamb.,噢！好可愛的小羊。,
552,025:OC#0447,Hope she gets better.,希望她能好起來。,
553,025:OC#0447,This lamb doesn't look too well.\255\001Maybe I shouldn't bother her.,這隻小羊看起來不太好。\255\001也許我不該打擾她。,
554,025:OC#0447,That draft won't work on the lamb.,這織法對小羊不起作用。,
555,025:LS#0204,"Not a very curious wizard, are you?",你不是個很好奇的巫師，是嗎？,
556,025:LS#0204,Sure I am!,我當然好奇,
557,025:LS#0204,You've shown not the slightest interest\255\001in my little patient here.,你對我這名小病患\255\001一點興趣也沒有。,
558,025:LS#0204,You've only just glanced at\255\001my little patient here.,你只是瞥了一眼\255\001我這名小病患。,
559,025:LS#0204,Ah! You've noticed my little patient.,啊！你注意到我的小病患了。,
560,025:LS#0204,Patient? Is she sick?,病患？她生病了嗎？,
561,025:LS#0204,Very. I don't think she's going to make it.,病得很重。我不認為她撐得過去。,
562,025:LS#0204,Her mother was carried off by the dragon\255\001the day after she gave birth.,她母親在生下她的隔天\255\001就被龍抓走了。,
563,025:LS#0204,My Songs of Healing don't seem to\255\001be doing enough good.,我的療癒之歌似乎起不了\255\001太大作用。,
564,025:LS#0204,Songs?,歌？,
565,025:LS#0204,"We Shepherds are known for them.\255\001At least, I thought we were.",我們牧羊人就是以此聞名的。\255\001至少我是這麼認為。,
566,025:LS#0204,My grandsire taught me the magic notes.,我的祖父教過我這些魔法音符。,
567,025:LS#0204,He said we got them from some other Guild\255\001in exchange for the secret of stealth.,他說這是我們從其他公會那裡，\255\001用隱匿的秘密交換來的。,
568,025:LS#0204,I guess I'm not very good yet.,我想我還學得不夠好。,
569,025:LS#0205,I think she opened her eyes a little.,我想她微微睜開了眼睛。,
570,025:LS#0205,You're right!,你說得對！,
571,025:LS#0205,I'll try it again.,我再試一次。,
572,025:LS#0206,Her eyes are closed again.,她的眼睛又閉上了。,
573,025:LS#0206,Maybe if I sing a bit slower ...,如果我唱得慢一點也許…,
574,025:LS#0206,"No difference. Oh, well.",沒什麼差別。好吧。,
575,025:LS#0208,"The flock has been led to pasture, Wizard.\255\001Good luck with the dragon!",巫師，羊群已經被趕去牧場了。\255\001祝你對付龍時好運！,
576,025:SC#0069,Hello there.,你好啊。,
577,025:SC#0069,Who said that?,誰在說話？,
578,025:SC#0069,I did.,是我。,
579,025:SC#0069,Oh.,哦,
580,025:SC#0069,Who are you?,你是誰？,
581,025:SC#0069,I am she who sent for you.,我就是派人來找你的那個人。,
582,025:SC#0069,Huh?,啊？,
583,025:SC#0069,"I am named Fleece, First Chosen\255\001of the Guild of Shepherds.",我叫弗莉絲，是牧羊人公會\255\001的首選繼承人。,
584,025:SC#0069,And you are obviously the mighty wizard\255\001I hired from the Guild of Mages.,而你顯然就是我從法師公會\255\001雇來的強大巫師。,
585,025:SC#0069,There must be some mistake.,這中間一定有什麼誤會。,
586,025:SC#0069,Your modesty is\255\001very charming.\255\001\255\001But there is no\255\001mistake.,你的謙虛\255\001非常真討人喜歡。\255\001\255\001但這絕對沒有\255\001搞錯。,
587,025:SC#0069,My border guards\255\001were extremely\255\001impressed with\255\001your display\255\001of magic power.,我的邊境守衛\255\001對你展現的\255\001魔法力量\255\001感到非常\255\001驚豔。,
588,025:SC#0069,"They did not\255\001tell me that you\255\001are also young,\255\001and quite\255\001well-mannered.",他們可沒\255\001告訴我你\255\001還這麼年輕，\255\001而且相當\255\001有禮貌。,
589,025:SC#0069,"Were our plight\255\001not so serious,\255\001it might amuse\255\001me to know you\255\001better.",如果不是我們的處境\255\001如此嚴峻，\255\001我倒是有興趣\255\001好好\255\001認識你。,
590,025:SC#0069,Plight?,處境？,
591,025:SC#0069,One of our clients placed an order\255\001for ten thousand fattened sheep.,我們的一位客戶下了一萬隻\255\001肥羊的訂單。,
592,025:SC#0069,That's enough to feed an army!,那夠養活一支軍隊了！,
593,025:SC#0069,I fear that may be exactly what\255\001the Clerics have in mind.,我擔心這正是那些\255\001神職人員的打算。,
594,025:SC#0069,But we do not concern ourselves with\255\001how our customers use our products.,不過我們不會過問\255\001客戶如何使用我們的產品。,
595,025:SC#0069,They probably won't get their sheep anyway.,反正他們大概也無法拿到羊了。,
596,025:SC#0069,No? Why not?,無法？為何？,
597,025:SC#0069,Our local dragon seems to have acquired\255\001a taste for fresh mutton.,我們這裡的龍似乎開始\255\001迷上了新鮮羊肉。,
598,025:SC#0069,Our sheep are bred for extra whiteness.\255\001It can see them from miles away.,我們的羊經過特別培育，毛色極白。\255\001牠在幾哩外就能看見牠們。,
599,025:SC#0069,Only a mage can save us from\255\001this winged pestilence.,只有法師才能拯救我們\255\001免受這長翅膀的瘟疫所害。,
600,025:SC#0069,Thank you for answering my\255\001summons so quickly.,謝謝你這麼快就回應我的\255\001召喚。,
601,026:ON#0464,shepherds,牧羊人,
602,026:OC#0464,Never had a chance.,從來沒有機會。,
603,026:OC#0464,That wouldn't be very respectful.,那樣太不敬了。,
604,026:OC#0464,That draft won't work on the shepherds.,這織法對牧羊人不起作用。,
605,026:LS#0202,Fleece! What happened? We were overrun!,弗莉絲！發生什麼事了？我們被擊潰了！,
606,026:LS#0202,You were saved by the mercy\255\001of yonder boy.,多虧了那邊那個男孩的\255\001慈悲，你們才得救。,
607,026:LS#0202,His power has grown since last we met.,自從上次見面後，他的力量又增強了。,
608,026:LS#0202,"Shepherds have long memories, wizard.\255\001I shall not forget your kindness.",牧羊人恩怨分明，巫師。\255\001我不會忘記你的恩情。,
609,026:LS#0202,Come! Before the Dead Ones return\255\001to reap us again!,快來！趕在那些死者回來\255\001再次收割我們之前！,
610,026:LS#0211,"You are too late, wizard.",你來得太晚了，巫師。,
611,026:LS#0211,The Dead increased their numbers here.,這裡的死者越來越多了。,
612,026:LS#0211,My Songs ... useless.,我的歌…沒用。,
613,026:LS#0211,Those few not killed are suffering.,少數倖存的人也都在受苦。,
614,026:LS#0211,At least we can end their misery.\255\001Extend your powers if you can!,至少我們可以結束他們的痛苦。\255\001如果可以的話，展現你的力量吧！,
615,028:ON#0466,dragon,龍,
616,028:ON#0467,dragon,龍,
617,028:ON#0468,dragon,龍,
618,028:OC#0468,Guess I'll have to wake it first.,我想我得先喚醒牠。,
619,028:ON#0469,dragon,龍,
620,028:OC#0469,Guess I'll have to wake it first.,我想我得先喚醒牠。,
621,028:ON#0470,gold,金子,
622,028:ON#0471,gold,金子,
623,028:ON#0472,gold,金子,
624,028:ON#0473,straw,稻草,
625,028:ON#0474,straw,稻草,
626,028:ON#0475,straw,稻草,
627,028:LS#0200,My! Aren't we clever today!,天哪！我們今天還真聰明！,
628,028:LS#0200,Just put it back before you leave.,離開前記得把它放回去就好。,
629,028:LS#0201,"Thanks, sweetie.",謝謝你，親愛的。,
630,028:LS#0201,Glad you remembered how to do it.,很高興你還記得怎麼做。,
631,028:LS#0204,Looks a lot more comfortable.,看起來舒服多了。,
632,028:LS#0205,This pile's already spun that way.,這堆已經編織成這樣了。,
633,028:LS#0206,Fast asleep.,睡得正香。,
634,028:LS#0207,It's already wide awake.,已經完全清醒了。,
635,028:LS#0208,It's already sound asleep.,已經熟睡了。,
636,028:LS#0209,Yawn! That nap made me hungry.,哈欠！剛那一覺讓我肚子餓了。,
637,028:LS#0210,Yawn!,哈欠,
638,028:LS#0212,Uh-oh. It's snoring on the straw!,呃喔。牠在稻草上打呼呢！,
639,028:LS#0212,Eeeek! Fire!,哇塞！火！,
640,028:LS#0214,That draft won't work on the dragon.,這織法對龍不起作用。,
641,028:LS#0215,Eeeek! Fire!,哇塞！火！,
642,028:LS#0215,Put it out! PUT IT OUT!,快撲滅！把它撲滅！,
643,028:LS#0215,"That was NOT funny, young man.",這一點都不好笑，年輕人。,
644,028:LS#0215,We do NOT approve.,我們可不贊成這樣。,
645,028:LS#0216,That draft won't work on the gold.,該織法不適用於黃金。,
646,028:LS#0217,That draft won't work on the straw.,這織法對稻草不起作用。,
647,028:SC#0074,"Well, well. Silly me.",好吧…真是我太蠢了。,
648,028:SC#0074,This is what I get for being in a hurry.,這就是我太著急的下場。,
649,028:SC#0074,Thought you felt a little scrawny.,我想你覺得自己有點骨瘦如柴吧。,
