Line,Context,English,Chinese
309,009:SC#0047,What's happening? The whole village\255\001has flown away - without us.,發生什麼事了？整個村子\255\001都飛走了 - 拋下了我們。
310,009:SC#0047,"From the moment you came into this world,\255\001Bobbin, great and terrible things\255\001have been happening.",從你來到這世界的那一刻起，\255\001Bobbin，巨大且可怕的事就一直發生。
311,009:SC#0047,The Elders hoped that\255\001your birth was the cause of it.,長老們希望你的出生是原因。
312,009:SC#0047,Why would the Elders want to get rid of me?,為什麼長老們想除掉我？
313,009:SC#0047,I'm such an awful weaver that they've\255\001never even let me study with the others.,我是個糟糕的織者，他們甚至從未讓我跟其他人一起學習。
314,009:SC#0047,"They fear you, Bobbin.",他們怕你，Bobbin。
315,009:SC#0047,"When the swan arrived, they were already\255\001trying to weave the same draft\255\001on you that they had worked on me.",白天鵝到來時，\255\001他們已經試圖對你施法，\255\001也就是對我施展過的那種織法。
316,009:SC#0047,But the draft turned against them.,但織法反噬了他們。
317,009:SC#0047,It means only one thing -- that\255\001the Pattern is failing of its own accord.,這只意味著一件事 --\255\001這織圖正在自行失效。
318,009:SC#0047,No! Can't it be stopped?,什麼！？不能阻止嗎？
319,009:SC#0047,Stop chaos?,阻止混沌？
320,009:SC#0047,"The only thing to do is embrace it,\255\001and turn ourselves into creatures of shadow ^\255\001or plan our escape!",唯一能做的是擁抱它，並將我們變成暗影生物，\255\001或是…計劃逃跑！
321,009:SC#0047,Escape? To where?\255\001,逃？逃去哪？\255\001
322,009:SC#0047,"I don't know.  But if we are to\255\001survive, we must find out where that flock has\255\001flown, and join them, if we can!",我不知道。\255\001但如果我們想活下來，\255\001就必須找出那群天鵝飛去哪，並加入他們！
323,009:SC#0047,You've already found Atropos' distaff. Good.,你已找到Atropos的織杖。很好。
324,009:SC#0047,"Pick up Atropos' distaff, over there.",撿起那邊Atropos的織杖。
325,009:SC#0047,"You won't be able to weave\255\001very much with it at first.\255\003But as you practice, its true power\255\001will be revealed to you.",一開始你無法用它紡織太多東西。\255\001\255\003但隨著練習，它將向你展現真正的力量。
326,009:SC#0047,"It's time to leave this island, Loom Child.",該離開這座島了，織機之子。
327,009:SC#0047,"Your destiny lies beyond the sunset,\255\001across the sea!",你的命運在日落之外，\255\001在海的另一邊！
328,009:SC#0047,"Well.  This is a fine mess.\255\001Everybody's gone, and I still don't understand what's going on.",好吧。這真是一團糟。\255\001大家都走了，而我還是不懂發生了什麼事。
329,009:SC#0047,And why did they keep calling me 'Loom Child'?\255\001Nobody's ever let me anywhere near a loom ^,為什麼他們一直叫我「織機之子」？\255\001從來沒人讓我靠近過織機
330,009:SC#0101,"Eek!  Mind yourself, Bobbin!",呀！小心點，Bobbin！
331,009:SC#0101,Get your distaff ready!,準備好你的織杖！
332,009:SC#0101,You must unmake the Loom.\255\001NOW! Before Chaos takes control!,你必須解開織機。\255\001現在！在混沌控制之前！
333,009:SC#0101,What? How? I don't know what draft to use!,什麼？怎麼做？我不知道要用什麼織法！
334,009:SC#0101,Birds and children have no business\255\001wielding such power.,鳥和小孩沒有資格掌握這種力量。
335,009:SC#0101,Weavers are the only ones who DO\255\001have the right to use this power!,織者是唯一有權使用這種力量的人！
336,009:SC#0101,"Destiny has blessed you, young Threadbare -- ",命運眷顧了你，年輕的Threadbare -- 
337,009:SC#0101,for you alone will live on to pass\255\001your Guild's secrets to others more worthy of them.,因為只有你能活下來，\255\001傳遞公會秘密給更配得上的人。
338,009:SC#0101,I invite you to serve my new empire as advisor.,我邀請你擔任我新帝國的顧問。
339,009:SC#0101,ME?  YOU?  ADVISOR?!,我？你？顧問？！
340,009:SC#0101,"Of course, I will expect your full cooperation\255\001in this historic exchange of goodwill.",當然，我期望你能全力配合\255\001這歷史性的善意交流。
341,009:SC#0101,"After all, anything else may bring harm to our relationship ^",畢竟，其他任何事都可能損害我們的『關係』
342,009:SC#0101,"Don't listen to her, Bobbin!",別聽她的，Bobbin！
343,009:SC#0101,"Heed me, now --\255\001here are the threads that will unmake the Loom ^",現在，聽我說 --\255\001這是能解開織機的線 ^
344,009:SC#0101,Silence.,安靜。
345,009:SC#0101,"Hetchel, say something, please!\255\001I need that draft!",海切爾，拜託說點什麼！\255\001我需要那個織法！
346,009:SC#0101,Enough.  I lose patience in the presence\255\001of inferior beings.,夠了。在低等生物面前\255\001我失去了耐心。
347,009:SC#0101,You will now instruct me in the use\255\001of this fascinating instrument.,你現在將指導我如何使用\255\001這件迷人的儀器。
348,009:SC#0101,Over my dead body!,休想！除非我死了！
349,009:SC#0101,Preference noted.,好喔～我知道了。
350,009:SC#0105,Hetchel's black feather!\255\001She left one behind!,海切爾的黑羽毛！\255\001她留下了一根！
351,009:SC#0105,And so she did.,她確實留下了。
352,009:SC#0105,I think I shall keep it as a souvenir\255\001of our little encounter.,我想我會把它當作紀念品，\255\001紀念我們的小邂逅。
353,009:SC#0105,I want that feather. Give it to me.,我要那根羽毛。給我。
354,009:SC#0105,"My, my, impudent, aren't we?",哎呀呀，我們真無禮，不是嗎？
355,010:ON#0221,clam,蛤蜊
356,010:OC#0221,Yuck.,好噁.
357,010:OC#0221,Looks as if breakfast is over.,看來早餐結束了。
358,010:OC#0221,It's already open!,它已經開了！
359,010:OC#0221,I'd hate to ruin the poor gull's breakfast.,我不想毀了可憐海鷗的早餐。
360,010:OC#0221,I already closed it.,我已經關上它了。
361,010:OC#0221,That didn't help at all.,那一點幫助也沒有。
362,010:ON#0222,gull,海鷗
363,010:ON#0223,gull,海鷗
364,010:ON#0224,gull,海鷗
365,010:ON#0225,gull,海鷗
366,011:SC#0049,Perhaps I shouldn't try that again...,也許我不該再試一次...
367,011:SC#0049,Is it over?,結束了嗎？
368,012:OC#0247,"Now.  Let's try this again, shall we?",現在。我們再來一次好嗎？
369,012:LS#0200,I'd better not wander off too far.,我最好別走太遠。
370,013:ON#0250,waterspout,水龍捲
371,013:OC#0250,I think that's close enough.,我想那夠近了。
372,013:OC#0250,That didn't help at all.\255\001There must be some way I can untwist it ^,那毫無幫助。\255\001一定有辦法能解開它 ^
373,013:OC#0250,"Well, that only twisted it tighter!",嗯，那只會讓它扭得更緊！
374,013:OC#0250,That draft doesn't seem to work on waterspouts.,那織法對水龍捲似乎沒用。
375,016:ON#0275,workers,工人
376,016:LS#0203,What's going on up there?,上面發生了什麼事？
377,016:LS#0204,"No, I think I already tried that draft once.",不，我想我試過那織法了。
378,016:LS#0204,It doesn't seem to affect them at all.,這似乎對他們一點影響也沒有。
379,016:LS#0204,Hmm. I wonder ^ did it work? Only one way to find out.,嗯…不知…有用嗎？試了就知道。
380,016:LS#0206,It doesn't seem to affect them at all.,這似乎對他們一點影響也沒有。
381,016:LS#0207,I doubt they'll see me from up there.,我懷疑他們從上面看得到我。
382,017:ON#0282,grave,墳墓
383,017:OC#0282,"\025Near this spot, Luscent Bottleblow,\255\001Founder of the Noble Guild of Glassmakers,\255\003attained his Final Clarity.\025","\025Luscent Bottleblow,\255\001高貴的玻璃匠公會創始人，\255\003在此處獲得最終的澄澈。\025"
384,017:OC#0282,It doesn't seem to affect them at all.,這似乎對他們一點影響也沒有。
385,017:ON#0283,grave,墳墓
386,017:OC#0283,"\025Softshard, Wife of Luscent Bottleblow,\255\001here attained Final Clarity.\025","\025Softshard, Luscent之妻,\255\001在此獲得最終的澄澈。\025"
387,017:OC#0283,It doesn't seem to affect them at all.,這似乎對他們一點影響也沒有。
388,017:LS#0205,That's obviously not the right draft for graves.,那顯然不是用於墳墓的正確織法。
389,017:LS#0206,I don't think I'll try that one again.,我想我不會再試那個了。
390,018:ON#0294,bell,鐘
391,018:OC#0294,That draft isn't working on the bell.,那織法對鐘沒用。
392,018:ON#0295,sphere,法球
393,018:OC#0295,That must not be the right draft.,那肯定不是正確的織法。
394,018:ON#0296,crystal,水晶
395,018:OC#0296,"It's already open, remember?",它已經打開了，記得嗎？
396,018:ON#0299,crystal,水晶
397,018:ON#0297,conversation,對話
398,018:LS#0202,I guess I'm not supposed to go up there.,我想我不該上去。
399,018:LS#0202,Those two are going to be a bit of a problem.,那兩個人會是個問題。
400,018:LS#0202,I may have to do something ^ sneaky.,我也許得做點…偷偷摸摸的事。
401,018:LS#0205,"Not so fast, here...",別急，這裡...
402,018:LS#0205,Who's that?,那是誰？
403,018:LS#0205,I can barely hear what they're saying ^,我幾乎聽不見他們在說什麼 ^
404,018:SC#0064,Huh! A glass bell!,哈！玻璃鐘！
405,018:SC#0064,Wonder what will happen if ...,想知道如果...會怎樣
406,018:SC#0071,I'm dizzy!,我頭好暈！
407,019:SC#0065,Aieeeeaaah!,啊啊啊啊啊
408,020:ON#0313,bell,鐘
409,020:ON#0314,bell,鐘
410,020:ON#0311,scythe,鐮刀
411,020:ON#0312,scythe,鐮刀
412,020:ON#0315,workers,工人
413,020:ON#0316,workers,工人
414,020:LS#0202,That scythe is even sharper than a Weaver's spindle.,那鐮刀比織者的織杖還銳利。
415,020:LS#0203,That scythe is even sharper than a Weaver's spindle.,那鐮刀比織者的織杖還銳利。
416,020:LS#0207,Look!,看！
417,020:LS#0207,"Who are you, lad?",你是誰，孩子？
418,020:LS#0207,And just what do you think you're doing up here?,你以為你在上面做什麼？
419,020:LS#0207,"I^I'm not sure. I just rang the bell, and",我^我不確定。我剛敲了鐘，然後
420,020:LS#0207,"Well, I'm sorry, but you're not supposed to be here.",抱歉，你不該在這裡。
421,020:LS#0207,"Step back under the lens, please.",請退回下層。
422,020:LS#0207,This is a restricted area.,這是限制區。
423,020:LS#0207,No visitors allowed.,禁止訪客。
424,020:LS#0207,"Good day, sir ^",日安，先生 ^
425,020:LS#0207,Stopper. Over there! I don't believe this ^,Stopper。在那邊！我真不敢相信 ^
426,020:LS#0207,"Looking for trouble, are you?\255\001You're certainly about to find it ^",找碴是吧？\255\001你馬上就會找到了 ^
427,020:LS#0207,He'll not be the only one in trouble if Crucible finds him up here.,如果Crucible發現他，他不是唯一有麻煩的。
428,020:LS#0207,Not to mention what will happen if we get behind schedule.,更別提如果我們進度落後會怎樣。
429,020:LS#0207,"Listen, here, lad. We have secret work to do,\255\001and not much time to do it.\255\001Do you undertand what SECRET means?",聽著，孩子。我們有秘密工作，\255\001而且時間不多。\255\001你懂秘密是什麼意思嗎？
430,020:LS#0207,Yes. But it's very important that I ^,懂。但我必須 ^
431,020:LS#0207,Good. Please step over to the lens. NOW.,很好。請走到透鏡那。立刻。
432,020:LS#0207,Stupid brat.,蠢小鬼。
433,020:LS#0207,You said it.,你說得對。
434,020:LS#0207,Look here! You are not going to just waltz\255\001through here without our seeing you!,看這！你休想在\255\001不被我們看見的情況下溜走！
435,020:LS#0207,GO. PLAY. SOMEWHERE. ELSE. GOODBYE.,去。別。處。玩。再。見。
436,020:LS#0210,"Our esteemed Bishop Mandible\255\001cuts quite a figure, doesn't he?",我們尊敬的Mandible主教\255\001看起來真威風，不是嗎？
437,020:LS#0210,I don't doubt that Crucible's getting\255\001tired of bowing and scraping to him.,我確信Crucible對\255\001向他卑躬屈膝感到厭倦了。
438,020:LS#0210,"Why would the Clerics want a Scrying Sphere, anyway?",神職者要占卜水晶球做什麼？
439,020:LS#0210,I thought they didn't believe in the future.,我以為他們不相信未來。
440,020:LS#0210,"Your guess is as lucid as mine, Flute.",我跟你一樣不清楚，Flute。
441,020:LS#0210,But Crucible appears to think that they're up to no good again.,但Crucible似乎認為他們又在圖謀不軌。
442,020:LS#0210,Then why would he do business with them at all?,那他為什麼還要和他們做生意？
443,020:LS#0210,Let alone sell them a sphere^,更別說賣給他們法球了^
444,020:LS#0210,"Well, you know Crucible.",嗯，你了解Crucible的。
445,020:LS#0210,He'd sell his own mother's spectacles\255\001if he thought there was a profit in it.,如果有利可圖，\255\001他連自己母親的眼鏡都會賣。
446,020:LS#0210,And the Clerics are paying off in cash.,而且神職者付的是現金。
447,020:LS#0210,^which should keep us in the clear for years to come!,^這能讓我們幾年內都不用愁了！
448,020:LS#0210,"Still, I'm certainly pleased that\255\001Crucible's not taking any chances.",不過，我很高興\255\001Crucible不願意冒任何風險。
449,020:LS#0210,This scythe might become very useful,這把鐮刀可能會變得非常有用
450,020:LS#0210,if our friend the Bishop\255\001has been less than transparent with us.,如果我們的主教朋友\255\001對我們不夠坦白的話。
451,020:LS#0210,OUCH!,哎喲!
452,020:LS#0210,"Yes, very useful indeed ^",是的，確實非常有用 ^
453,020:LS#0211,That draft is not going to help if they can't see me.,如果他們看不見我，那織法就沒用了。
454,020:LS#0212,I'm glad I'm already invisible.,真高興我已經隱形了。
455,020:LS#0214,That draft isn't working on the bell.,那織法對鐘沒用。
456,020:LS#0218,"Our esteemed Bishop Mandible\255\001cuts quite a figure, doesn't he?",我們尊敬的Mandible主教\255\001看起來真威風，不是嗎？
457,020:LS#0218,I don't doubt that Crucible's getting\255\001tired of bowing and scraping to him.,我確信Crucible對\255\001向他卑躬屈膝感到厭倦了。
458,020:LS#0218,"Why would the Clerics want a Scrying Sphere, anyway?",神職者要占卜水晶球做什麼？
459,020:LS#0218,I thought they didn't believe in the future.,我以為他們不相信未來。
460,020:LS#0218,"Your guess is as lucid as mine, Flute.",我跟你一樣不清楚，Flute。
461,020:LS#0218,But Crucible appears to think that they're up to no good again.,但Crucible似乎認為他們又在圖謀不軌。
462,020:LS#0218,Then why would he do business with them at all?,那他為什麼還要和他們做生意？
463,020:LS#0218,Let alone sell them a sphere^,更別說賣給他們法球了^
464,020:LS#0218,"Well, you know Crucible.",嗯，你了解Crucible的。
465,020:LS#0218,He'd sell his own mother's spectacles\255\001if he thought there was a profit in it.,如果有利可圖，\255\001他連自己母親的眼鏡都會賣。
466,020:LS#0218,And the Clerics are paying off in cash.,而且神職者付的是現金。
467,020:LS#0218,^which should keep us in the clear for years to come!,^這能讓我們幾年內都不用愁了！
468,020:LS#0218,"Still, I'm certainly pleased that\255\001Crucible's not taking any chances.",不過，我很高興\255\001Crucible不願意冒任何風險。
469,020:LS#0218,This scythe might become very useful,這把鐮刀可能會變得非常有用
470,020:LS#0218,if our friend the Bishop\255\001has been less than transparent with us.,如果我們的主教朋友\255\001對我們不夠坦白的話。
471,020:LS#0218,OUCH!,哎喲!
472,020:LS#0218,"Yes, very useful indeed ^",是的，確實非常有用 ^
473,022:ON#0330,chalice,聖杯
474,022:OC#0330,Hmm.  I wonder where that dragon went\255\001with Bottleblow's other treasures.,嗯。我想知道那條龍\255\001把Bottleblow的其他寶藏帶去哪了。
475,022:OC#0330,Hmm.  I wonder where that dragon went\255\001with Bottleblow's other treasures.,嗯。我想知道那條龍\255\001把Bottleblow的其他寶藏帶去哪了。
476,022:OC#0330,It's still empty.,它還是空的。
477,022:OC#0330,I've already done that.,我已經做過了。
478,022:ON#0328,bell,鐘
479,022:OC#0328,That draft isn't working on the bell.,那織法對鐘沒用。
480,022:ON#0329,crystal,水晶
481,022:SC#0108,That's beautiful!\255\001I've never seen anything sparkle like that ^,真美！\255\001我從沒見過閃閃發光的東西 ^
482,022:SC#0108,Not even the Long Tapestry.\255\001What kind of glass is it?,甚至長掛毯也沒有。\255\001那是什麼玻璃？
483,022:SC#0108,That chalice you've so irreverently filled\255\001was carved from a single diamond crystal.,你如此不敬地裝滿的那個聖杯\255\001是由一整塊鑽石雕刻而成的。
484,022:SC#0108,It was carved from a single crystal of diamond.,它是由一整塊鑽石雕刻而成的。
485,022:SC#0108,But I thought you were Glassmakers.,但我以為你們是玻璃匠。
486,022:SC#0108,"We are, we are. Dear boy, this is none\255\001other than the famous Chromax Conundrum,",我們是啊。好孩子，這正是\255\001著名的Chromax謎題，
487,022:SC#0108,wrought by our\255\001Distinguished Founder Luscent Bottleblow.,由我們\255\001傑出的創始人Luscent打造。
488,022:SC#0108,"His works once filled an entire museum, you know.",你知道嗎，他的作品曾擺滿整座博物館。
489,022:SC#0108,That was before the Great Dragon arrived in 7342,那是7342年龍到來之前
490,022:SC#0108,"She blew through this city like a torch,",她像火炬一樣席捲這座城市，
491,022:SC#0108,"melting and breaking our finest works,",融化並摧毀了我們最棒的作品，
492,022:SC#0108,plundering our museums and treasuries\255\001until we had almost nothing left.,掠奪我們的博物館和金庫，\255\001直到我們一無所有。
493,022:SC#0108,"It was awful, just terrible, really a miserable time.",太可怕了，真是段悲慘的時光。
494,022:SC#0108,"Even Bottleblow's greatest masterpiece,",甚至Bottleblow最偉大的傑作，
495,022:SC#0108,"the First Scrying Sphere, was lost forever.",第一個占卜水晶球，也永遠遺失了。
496,022:SC#0108,But you still have the Conundrum ^,但你們還有謎題 ^
497,022:SC#0108,"And a lucky thing, too! It was on loan\255\001to the Guild of Vintners at the time.\255\003It is the sole remaining example\255\001of our founder's transcendent genius",很幸運！它當時\255\001借給了酒商公會。\255\003這是我們創始人超凡天才的\255\001唯一倖存作品
498,022:SC#0108,"But I'm still curious:\255\001why is it diamond, instead of glass?",但我很好奇：\255\001為什麼它是鑽石，而不是玻璃？
499,022:SC#0108,"We've no idea, no idea at all.",我們不知道，一點也不知道。
500,022:SC#0108,"That's the conundrum, you see.",這就是謎題所在，你懂吧。
501,023:OC#0346,"Going somewhere, little wizard?",要去哪裡，小巫師？
502,023:OC#0346,I was better off with the Elders back home!,我還不如跟家鄉的長老們在一起！
503,023:ON#0347,shepherds,牧羊人
504,023:ON#0348,shepherds,牧羊人
505,023:ON#0349,shepherds,牧羊人
506,023:ON#0350,shepherds,牧羊人
507,023:LS#0202,He's back...,他回來了...
508,023:LS#0202,So are we...,我們也是...
509,023:LS#0209,I sure wish I knew a draft\255\001that would work on shepherds..,我真希望能知道一個\255\001對牧羊人有用的織法..
510,023:LS#0210, , 
511,023:LS#0210,"Well, that worked!  Funny, I don't feel very scary^",嗯，成功了！奇怪，我不覺得可怕^
512,023:LS#0212,Halt!  Who goes?,站住！是誰？
513,023:LS#0212,"Well, well, well^",哎呀呀^
514,023:LS#0212,^looks like a scrawny runt trying to sneak into our flocks^,^看來是個想溜進我們羊群的瘦小鬼^
515,023:LS#0212,Sneak?  You call that sneaking?,溜？你管那叫溜？
516,023:LS#0212,I heard him coming all the way in from town!,他從鎮上過來時我就聽到了！
517,023:LS#0212,"Thought you were going to fleece some shepherds, did ya?",你想敲詐牧羊人，是嗎？
518,023:LS#0212,"Maybe we oughta take the shears to you, instead!",也許我們該拿剪刀對付你！
519,023:LS#0212,Listen^I'm not looking for sheep.,聽著^我不是來找羊的。
520,023:LS#0212,Or trouble.,或找麻煩。
521,023:LS#0212,I'm looking for a flock of swans.,我在找一群天鵝。
522,023:LS#0212,Swans.,天鵝。
523,023:LS#0212,Swans.,天鵝。
524,023:LS#0212,You know^,你知道^
525,023:LS#0212,^birds^,^鳥類^
526,023:LS#0212,"Oh, SWANS.  Of course.",喔，天鵝。當然。
527,023:LS#0212,We should have known!,我們早該知道的！
528,023:LS#0212,Everybody comes here when they want swans!,每個人想找天鵝時都會來這裡！
529,023:LS#0212,"Next, you'll be telling us that you're some sort of wizard,",接下來你是不是要說你是個巫師，
530,023:LS#0212,off to fly away with them birdies!,準備跟那些鳥兒一起飛走！
531,023:LS#0212,Wizard?,巫師？
532,023:LS#0212,Wizard?! You wouldn't happen to be the great wizard,巫師？ ！你不會碰巧成為偉大的巫師
533,023:LS#0212,"that Fleece was telling us about, would you now?",Fleece跟我們提過的那個吧？
534,023:LS#0212,Fleece?,Fleece?
535,023:LS#0212,He is sort of dressed like a wizard.,他的穿著是滿像巫師的。
536,023:LS#0212,I don't know.,我不知道。
537,023:LS#0212,He doesn't look very powerful to me.,他看起來不怎麼厲害。
538,023:LS#0212,Me neither.,我也是。
539,023:LS#0212,I say we don't let him by until we know for sure.,我說在確定之前不讓他過。
540,023:LS#0212,"Come on, then, Wizard, let's see some magic.\255\001OR ELSE.",來吧，巫師，讓我們看看你的魔法。\255\001否則。
541,023:LS#0214,"Come on, lad, he's had enough. Let him go.",算了吧，他受夠了。讓他走。
542,023:LS#0214,"Some kind of wizard, eh?",什麼巫師嘛，是吧？
543,023:LS#0214,"Don't trip on your robe, little wizard!",別被長袍絆倒了，小巫師！
544,023:LS#0214,"Get on, ya lazy buncha ewes! Back to work!",快點，你們這群懶羊！回去工作！
545,023:LS#0231,"Well, that draft didn't seem to do much good.",那個織法似乎沒什麼用。
546,023:LS#0232,There's nobody better at stealth than us shepherds!,沒有人比我們牧羊人更擅長隱蔽了！
547,023:LS#0232,"Aye, you'll have to do better than that\255\001to get past us.",沒錯，你得做得更好\255\001才能通過我們這關。
548,024:ON#0358,sheep,羊
549,024:OC#0358,They're too smart to be so easily scared.,牠們太聰明了，沒那麼容易被嚇到。
550,024:OC#0358,"Well, that didn't work.",嗯，沒用。
551,024:OC#0358,That draft doesn't seem to work on sheep.,那織法對羊似乎沒用。
552,024:ON#0359,sheep,羊
553,024:OC#0359,Fleece was right.  They really are easy to spot.,Fleece是對的。牠們真的很顯眼。
554,024:OC#0359,"No, no, that's not right.   They're already white.",不，不，那不對。牠們已經是白色的了。
555,024:OC#0359,They're too smart to be so easily scared.,牠們太聰明了，沒那麼容易被嚇到。
556,024:OC#0359,"Well, that didn't work.",嗯，沒用。
557,024:OC#0359,That draft doesn't seem to work on sheep.,那織法對羊似乎沒用。
558,024:ON#0360,dozing,打瞌睡
559,024:OC#0360,Poor fella.  He must have had a long night.,可憐的傢伙。他昨晚一定很漫長。
560,024:OC#0360,That's not going to work as long as he's sleeping.,只要他在睡覺，那就不會有用。
561,024:OC#0360,"Well, that didn't work.",嗯，沒用。
562,024:ON#0357,cemetery,墓園
563,024:OC#0357,Some of these graves are really old.,這裡有些墳墓真的很舊。
564,024:OC#0357,I've already done that.,我已經做過了。
565,024:OC#0357,That draft doesn't seem to work in cemetaries.,那個織法在墓園似乎沒用。
566,024:LS#0207,"Hey, you!",嘿，你！
567,024:LS#0207,Green Sheep?  Who ever heard of green sheep!,綠色的羊？誰聽過綠色的羊！
568,024:LS#0207,How am I supposed to watch sheep\255\001that I can hardly SEE?,我怎麼看守\255\001幾乎看不見的羊？
569,024:LS#0207,Get away from here!,滾開！
570,024:LS#0207,Now I've got to go and round them all up again.,現在我得去把它們全趕回來。
571,024:LS#0207,And you'd better not be here when I get back ^,等我回來時你最好不在這裡 ^
572,024:LS#0207,Go on now!,快走！
573,024:LS#0211,It's much too green already.,已經太綠了。
574,024:LS#0212,"No, no, that's not right.   They're already white.",不，不，那不對。牠們已經是白色的了。
575,024:LS#0214,Perhaps I shouldn't try that again ^,也許我不該再試^
576,025:ON#0373,lamb,小羊
577,025:OC#0373,Perhaps I shouldn't bother her.,也許我不該打擾她。
578,025:OC#0373,Perhaps I shouldn't bother her.,也許我不該打擾她。
579,025:LS#0204,You've been avoiding my little friend here.,你一直在躲避我的小夥伴。
580,025:LS#0204,You've been avoiding my little friend here.,你一直在躲避我的小夥伴。
581,025:LS#0204,I see you've noticed my little friend.,看來你注意到我的小夥伴了。
582,025:LS#0204,She doesn't look at all well.,她看起來一點也不好。
583,025:LS#0204,She isn't.,她不好。
584,025:LS#0204,And my Songs of Healing\255\001don't seem to be bringing her much comfort.,而我的治癒之歌\255\001似乎沒有帶給她多少安慰。
585,025:LS#0204,I wish I were better with them.,我真希望我更擅長唱歌。
586,025:LS#0205,"Her eyes opened, just a little.  Try it again.",她的眼睛張開了一點。再試一次。
587,025:LS#0206,Her eyes are closed again.,她的眼睛又閉上了。
588,025:LS#0206,Perhaps I should sing a bit slower ^,也許我該唱慢一點 ^
589,025:LS#0206,No. It's no use.,不。沒用的。
590,025:LS#0208,"The flock is out to pasture,\255\001you'll find them there.",羊群正在吃草，\255\001你可以在那找到牠們。
591,025:LS#0208,"Go forth, Wizard!\255\001And may you return safely to our fold.",去吧，巫師！\255\001願你平安歸來。
592,025:SC#0069,Hello there.,你好啊。
593,025:SC#0069,Who said that?,誰說話？
594,025:SC#0069,I did.,是我。
595,025:SC#0069,"My name is Fleece, First Chosen of the Guild of Shepherds.",我是Fleece，牧羊人公會的首選。
596,025:SC#0069,I wish we had time to chat awhile\255\001and trade some tales ^ ,我希望我們有時間聊聊\255\001並交換些故事 ^ 
597,025:SC#0069,^ but we've got a serious problem on our hands.,^ 但我們手頭上有個大麻煩。
598,025:SC#0069,What sort of trouble are you having?,你們遇到什麼麻煩了？
599,025:SC#0069,It seems we've a dragon nearby\255\001who has an enormous appetite for fresh mutton.,附近似乎有條龍，\255\001她對新鮮羊肉有著驚人的胃口。
600,025:SC#0069,We breed our sheep for extra whiteness\255\001so we can't keep them on the meadows;,我們為了讓羊更白而繁殖牠們，\255\001所以不能把牠們留在草地上；
601,025:SC#0069,she can spot them miles away.,她在幾英里外就能發現牠們。
602,025:SC#0069,"By now, the dragon's carried off so many that\255\001we may not be able to fill the Cleric's order.",現在，龍已經抓走太多羊了，\255\001我們可能無法完成神職者的訂單。
603,025:SC#0069,The Clerics!\255\001I just saw the Bishop at the Glassmakers!,神職者！\255\001我剛在玻璃匠那看到主教！
604,025:SC#0069,Bishop Mandible?  He placed the order for ten thousand sheep.,Mandible主教？他訂了一萬隻羊。
605,025:SC#0069,Ten thousand sheep?!\255\001That's enough to feed an army ^,一萬隻羊？！\255\001那夠養活一支軍隊了 ^
606,025:SC#0069,"Yes, that had occurred to us too.\255\001You noticed our increased patrol in the forest.",是啊，我們也想到了。\255\001你注意到我們增加了森林巡邏。
607,025:SC#0069,We'll deliver the sheep to the clerics if we can\255\001but we won't trust them!,如果可以我們會把羊交給神職者\255\001但我們不會信任他們！
608,025:SC#0069,I suppose fighting the dragon\255\001would be out of the question.,我想對付那條龍\255\001是不可能的了。
609,025:SC#0069,Only a mage can save us.,只有法師能救我們。
610,026:ON#0390,shepherds,牧羊人
611,026:OC#0390,They never even had a chance.,他們甚至連機會都沒有。
612,026:OC#0390,"That wouldn't be very respectful, now, would it?",那不是很尊重，不是嗎？
613,026:OC#0390,That doesn't seem to be the right draft.,這似乎不是正確的草案。
614,026:LS#0202,Fleece! What became of us?\255\001I was just walking among legions of dead!,羊毛！我們變成了什麼樣子？\255\001我只是行走在死亡軍團之中！
615,026:LS#0202,You were saved by the mercy\255\001of yonder boy.,你因憐憫而得救\255\001那邊男孩的。
616,026:LS#0202,His power is greater than ever\255\001since last we met.,他的力量比以往任何時候都更\255\001自從我們上次見面以來。
617,026:LS#0202,"We have not had the chance to thank you properly, Wizard.",我們還沒有機會好好感謝你，巫師。
618,026:LS#0202,"But our memories are long,\255\001and we will not forget you soon.",但我們的記憶很長\255\001我們不會很快忘記你。
619,026:LS#0202,Hail and farewell.,冰雹和告別。
620,026:LS#0202,"Come along, now,\255\001before the Dead Ones return to the harvest!",快來吧，現在，\255\001在死者回收穫之前！
621,026:LS#0211,"You are too late, wizard.",你來得太晚了，巫師。
622,026:LS#0211,The Dead have increased their numbers here.,死者在這裡的數量增加了。
623,026:LS#0211,Those not dead are suffering.,那些沒有死的人正在受苦。
624,026:LS#0211,And my songs were again useless.,我的歌又沒用了。
625,026:LS#0211,All that's left for us is to put an end to their misery.,我們剩下的就是結束他們的痛苦。
626,028:ON#0392,dragon,龍
627,028:ON#0393,dragon,龍
628,028:ON#0394,dragon,龍
629,028:OC#0394,I guess I've got to wake her up again.,我想我必須再次叫醒她。
630,028:ON#0395,dragon,龍
631,028:OC#0395,I guess I've got to wake her up again.,我想我必須再次叫醒她。
632,028:ON#0396,gold,金子
633,028:ON#0397,gold,金子
634,028:ON#0398,gold,金子
635,028:ON#0399,straw,稻草
636,028:ON#0400,straw,稻草
637,028:ON#0401,straw,稻草
638,028:LS#0200,Put it back the way you found it.  NOW.,將其放回原來的樣子。  現在。
639,028:LS#0201,"Thanks, love.",謝謝，親愛的
640,028:LS#0204,Now that looks a lot more comfortable.,現在看起來舒服多了。
641,028:LS#0206,I thought she'd never get off to sleep.\255\001Chatty Old Firebag.,我以為她永遠也睡不著了。\255\001健談的老消防員。
